sptno,sptto,year,totamt,otsramt,gsumtrlct,stlct,cntrdt,stwrdt,ccwdt,gongi
C2018015,1,2018년,1408000000,926567350,189432650,292000000,2018-03-16,2018-03-19,2018-12-31,286.0
C2018015,0,전체,53891000000,34640600000,13635400000,5615000000,2018-03-16,2018-03-19,2023-02-20,1798.0
C2002025,5,2009년,19541000000,19541000000,0,0,2008-12-31,2009-01-02,2009-12-31,362.0
C2002025,4,2009년,15754000000,15754000000,0,0,2008-02-18,2008-02-20,2008-12-31,314.0
C2002025,3,2007년,13330000000,13330000000,0,0,2007-02-14,2007-02-22,2007-12-20,300.0
C2002025,2,2006년,8631000000,8631000000,0,0,2006-02-16,2006-02-23,2006-12-31,310.0
C2002025,1,2005년,9070000000,9070000000,0,0,2005-02-02,2005-02-03,2005-12-31,330.0
C2002025,0,전체,86507000000,86507000000,0,0,2002-02-05,2002-02-08,2009-12-08,2859.0
C1999032,0,전체,82517000000,82517000000,0,0,1999-06-09,1999-06-09,2005-12-03,2368.0
C2003065,2,2009년,112933729000,104857729000,0,8076000000,2003-02-11,2003-02-14,,2355.0
C2003065,1,2003년,1130000000,30000000,0,1100000000,2002-12-30,2002-12-30,2003-03-04,63.0
C2003065,0,전체,114063729000,104887729000,0,9176000000,2002-12-30,2002-12-30,2009-07-28,2401.0
C2013002,6,2017년,5034260000,4574116990,460143010,0,2017-01-26,2017-02-01,2017-12-27,328.0
C2013002,5,2016년,7485027000,5557479190,942520810,985027000,2016-01-28,2016-02-01,2016-12-31,333.0
C2013002,4,2015년,7937000000,4251935690,248064310,3437000000,2015-01-16,2015-01-19,2015-12-31,345.0
C2013002,3,2015년,5158000000,2916014440,556985560,1685000000,2014-02-11,2014-02-12,2015-01-09,330.0
C2013002,2,2013년,3916502000,2556369250,443630750,916502000,2013-04-10,2013-04-11,2013-12-31,263.0
C2013002,1,2013년,50000000,7084440,42915560,0,2012-12-26,2012-12-26,2012-12-28,1.0
C2013002,0,전체,28232051376,18344291376,3013260000,6874500000,2012-12-24,2012-12-26,2017-12-27,1826.0
C2013001,6,2017년,3927000000,3163435880,763564120,0,2017-01-31,2017-02-01,2017-12-18,319.0
C2013001,5,2016년,4500000000,3989103270,510896730,0,2016-01-28,2016-02-01,2017-01-25,358.0
C2013001,4,2015년,4773000000,3608640430,891359570,273000000,2015-01-16,2015-01-19,2015-12-14,328.0
C2013001,3,2015년,6805000000,3646791350,1353208650,1805000000,2014-02-10,2014-02-12,2015-01-09,330.0
C2013001,2,2014년,4789000000,2247185580,1752814420,789000000,2013-04-09,2013-04-11,2014-01-16,279.0
C2013001,1,2012년,50000000,7107100,42892900,0,2012-12-24,2012-12-26,2012-12-27,0.0
C2013001,0,전체,24685000000,16662263600,5314736400,2708000000,2012-12-24,2012-12-26,2017-12-18,1817.0
C2010014,1,2010년,2482000000,1917186800,564813200,0,2010-03-25,2010-03-30,2010-12-24,268.0
C2010014,0,전체,2482000000,1917186800,564813200,0,2010-03-25,2010-03-30,2010-12-24,268.0
C2010017,1,2010년,5646000000,4084262210,1561737790,0,2010-03-31,2010-03-31,2010-12-25,268.0
C2010017,0,전체,5646000000,4084262210,1561737790,0,2010-03-31,2010-03-31,2010-12-25,268.0
C2010016,1,2010년,2078000000,1403933070,674066930,0,2010-03-30,2010-03-31,2010-12-25,268.0
C2010016,0,전체,2078000000,1403933070,674066930,0,2010-03-30,2010-03-31,2010-12-25,268.0
C1997011,9,2004년,14593000000,11700000000,0,2893000000,2004-02-13,2004-02-16,2004-12-31,318.0
C1997011,8,2003년,18400000000,18400000000,0,0,2003-01-28,2003-02-04,,329.0
C1997011,7,2002년,19934000000,14877000000,0,5057000000,2002-02-01,2002-02-01,2002-12-18,319.0
C1997011,6,2002년,21800000000,21600000000,0,200000000,2001-02-20,2002-02-23,2002-12-31,310.0
C1997011,5,2000년,14133000000,12133000000,0,2000000000,2000-02-23,2000-02-25,2000-12-21,299.0
C1997011,4,1999년,10631000000,9131000000,0,1500000000,1999-02-02,1999-02-10,1999-12-06,298.0
C1997011,3,1998년,7300000000,5300000000,0,2000000000,1998-03-18,1998-03-19,1998-12-31,286.0
C1997011,2,1997년,3434000000,1000000000,0,2434000000,1997-04-25,1997-04-30,1997-12-15,228.0
C1997011,12,2010년,36875000000,36875000000,0,0,2007-02-14,2007-02-22,2010-12-31,1407.0
C1997011,11,2006년,8684000000,8684000000,0,0,2006-02-14,2006-02-14,2006-12-31,319.0
C1997011,10,2005년,15261000000,14646000000,0,615000000,2005-01-21,2005-01-24,2005-12-20,329.0
C1997011,1,1997년,400000000,100000000,0,300000000,1996-12-31,1996-12-31,1997-07-21,201.0
C1997011,0,전체,154446000000,154446000000,0,0,1996-12-31,1996-12-31,2010-12-31,5112.0
C2012034,6,2016년,3224000000,2533915000,690085000,0,2016-02-05,2016-02-15,2016-12-20,308.0
C2012034,5,2015년,4600000000,2800520000,1799480000,0,2015-02-05,2015-02-09,2015-12-23,316.0
C2012034,4,2014년,4500000000,3499350000,1000650000,0,2014-02-12,2014-02-25,2014-12-22,299.0
C2012034,3,2013년,3638321000,3538321000,100000000,0,2013-04-10,2013-04-10,2013-12-13,246.0
C2012034,2,2012년,3546000000,2284767287,993232713,268000000,2012-05-14,2012-05-17,2012-12-19,215.0
C2012034,1,2012년,10000000,10000000,0,0,2012-02-03,2012-03-05,2012-04-03,28.0
C2012034,0,전체,20612000000,14450758000,6161242000,0,2012-02-03,2012-03-05,2016-12-20,1750.0
C2012041,6,2018년,4475875000,3869968000,605907000,0,2017-02-27,2017-02-27,2018-01-22,328.0
C2012041,5,2017년,4600000000,4265030000,334970000,0,2016-02-12,2016-02-15,2016-12-31,319.0
C2012041,4,2016년,5172000000,4412980000,487020000,272000000,2015-02-06,2015-02-09,2015-12-31,324.0
C2012041,3,2015년,8213000000,5267030000,660970000,2285000000,2014-02-18,2014-02-25,2015-01-20,328.0
C2012041,2,2014년,6600000000,3275167000,724833000,2600000000,2013-04-10,2013-04-10,2014-01-09,273.0
C2012041,1,2013년,1250000000,249500000,500000,1000000000,2012-07-09,2012-07-12,2013-01-07,178.0
C2012041,0,전체,30310875000,21339675000,2814200000,6157000000,2012-07-09,2012-07-12,2018-02-20,2048.0
C1997004,9,2004년,16590000000,16590000000,0,0,2004-02-06,2004-02-10,2004-12-24,317.0
C1997004,8,2003년,24900000000,24900000000,0,0,2003-01-30,2003-02-05,2003-12-18,315.0
C1997004,7,2002년,27305000000,27305000000,0,0,2002-01-22,2002-01-24,2002-12-20,329.0
C1997004,6,2001년,28505000000,28505000000,0,0,2001-02-22,2001-02-23,2001-12-26,305.0
C1997004,5,2000년,10151000000,10151000000,0,0,2000-02-17,2000-02-21,2000-12-22,304.0
C1997004,4,1999년,11014000000,11014000000,0,0,1999-02-02,1999-02-05,1999-12-23,320.0
C1997004,3,1998년,9100000000,9100000000,0,0,1998-03-18,1998-03-24,1998-12-29,279.0
C1997004,2,1997년,2200000000,2200000000,0,0,1997-03-26,1997-03-31,1997-12-24,267.0
C1997004,12,2008년,13200000000,13200000000,0,0,2007-02-26,2007-02-27,,339.0
C1997004,11,2007년,15976000000,15976000000,0,0,2006-02-15,2006-02-16,,319.0
C1997004,10,2005년,10139000000,10139000000,0,0,2005-01-29,2005-02-01,2005-12-20,321.0
C1997004,1,1997년,50000000,50000000,0,0,1997-02-03,1997-02-12,1997-10-27,256.0
C1997004,0,전체,171803000000,171803000000,0,0,1997-02-03,1997-02-12,2008-12-31,4339.0
C2009060,2,2019년,172026500000,90256148000,1722352000,80048000000,2014-12-23,2010-02-04,2019-01-18,3269.0
C2009060,1,2010년,3250000000,750000000,0,2500000000,2009-03-27,2009-04-03,2010-04-28,389.0
C2009060,0,전체,104320000000,79222112200,97887800,25000000000,2009-03-27,2009-04-03,2019-01-18,3576.0
C2009059,4,2019년,137527000000,117458000000,437000000,19632000000,2012-02-08,2012-02-08,2019-04-30,2637.0
C2009059,3,2012년,12566000000,12377000000,43000000,146000000,2011-02-16,2011-02-16,2012-07-10,509.0
C2009059,2,2011년,13322000000,4770000000,30000000,8522000000,2010-01-28,2010-01-28,2011-05-22,478.0
C2009059,1,2010년,750000000,750000000,0,0,2009-04-16,2009-04-20,2010-05-17,391.0
C2009059,0,전체,179744326500,130883326500,510000000,48351000000,2009-04-16,2009-04-20,2019-04-30,3661.0
C2004136,6,2009년,6319900000,6319900000,0,0,2008-12-31,2009-01-02,,359.0
C2004136,5,2008년,3910500000,3910500000,0,0,2008-02-15,2008-03-03,2008-12-22,293.0
C2004136,4,2007년,3030000000,3030000000,0,0,2007-02-26,2007-02-28,2007-12-26,300.0
C2004136,3,2006년,3643000000,3643000000,0,0,2006-02-13,2006-02-21,2006-12-27,308.0
C2004136,2,2005년,2000000000,2000000000,0,0,2005-01-28,2005-02-02,2005-12-23,323.0
C2004136,1,2004년,623000000,10000000,0,613000000,2004-12-10,2004-12-16,2004-12-23,6.0
C2004136,0,전체,22091400000,18913400000,0,3178000000,2004-12-10,2004-12-16,2009-12-28,1837.0
C2002047,9,2008년,5801500000,5801500000,0,0,2008-02-15,2008-03-03,2008-12-23,294.0
C2002047,8,2007년,3180000000,3180000000,0,0,2007-02-26,2007-02-28,2007-12-26,300.0
C2002047,7,2006년,2111200000,2111200000,0,0,2006-02-14,2006-02-15,2006-12-20,307.0
C2002047,6,2005년,1200000000,1200000000,0,0,2005-09-23,2005-09-27,2005-12-27,90.0
C2002047,5,2005년,1587000000,1587000000,0,0,2005-01-31,2005-02-01,2005-06-29,147.0
C2002047,4,2004년,315000000,315000000,0,0,2004-12-27,2004-12-27,2004-12-27,-1.0
C2002047,3,2004년,3800000000,2800000000,0,1000000000,2004-02-12,2004-02-14,2004-12-10,299.0
C2002047,2,2003년,3163000000,2304000000,0,859000000,2003-02-10,2003-02-18,2003-12-15,299.0
C2002047,10,2009년,8344300000,8344300000,0,0,2008-02-15,2008-03-03,,657.0
C2002047,1,2002년,549000000,49000000,0,500000000,2002-11-14,2002-11-22,2002-12-31,38.0
C2002047,0,전체,24871300000,21571300000,0,3300000000,2002-11-14,2002-11-22,2009-08-30,2472.0
C2002028,8,2010년,15070900000,15070900000,0,0,2008-12-31,2009-01-02,2010-11-03,669.0
C2002028,7,2008년,6980000000,6980000000,0,0,2008-02-19,2008-02-20,2009-02-17,362.0
C2002028,6,2007년,3310100000,3310100000,0,0,2007-02-13,2007-02-22,2007-12-31,311.0
C2002028,5,2006년,600000000,600000000,0,0,2006-02-16,2006-02-23,2006-12-22,301.0
C2002028,4,2005년,190000000,190000000,0,0,2005-01-29,2005-02-02,2005-12-14,314.0
C2002028,3,2004년,985000000,985000000,0,0,2004-02-06,2004-02-09,2004-12-24,318.0
C2002028,2,2003년,1000000000,1000000000,0,0,2003-01-25,2003-01-27,2003-12-16,322.0
C2002028,1,2003년,100000000,100000000,0,0,2002-09-19,2002-09-25,2003-03-06,161.0
C2002028,0,전체,32473000000,28236000000,137000000,4100000000,2002-09-19,2002-09-25,2010-11-03,2960.0
C1996002,9,2004년,14400000000,14400000000,0,0,2004-02-02,2004-02-05,2004-12-18,316.0
C1996002,8,2003년,10800000000,10800000000,0,0,2003-01-23,2003-01-29,2003-12-25,329.0
C1996002,7,2003년,9351000000,9351000000,0,0,2002-01-18,2002-01-22,2003-05-15,477.0
C1996002,6,2002년,10500000000,10500000000,0,0,2001-02-15,2001-02-19,2002-05-28,462.0
C1996002,5,2000년,6000000000,6000000000,0,0,2000-02-19,2000-02-23,2000-12-19,299.0
C1996002,4,1999년,8300000000,8300000000,0,0,1999-01-28,1999-02-01,1999-12-22,323.0
C1996002,3,1998년,7300000000,7300000000,0,0,1998-03-14,1998-03-17,1998-12-26,283.0
C1996002,2,1997년,1846000000,1846000000,0,0,1997-03-24,1997-04-01,1997-12-26,268.0
C1996002,12,2009년,43153000000,43153000000,0,0,2007-02-13,2007-02-16,,1048.0
C1996002,11,2006년,10340000000,10340000000,0,0,2006-02-13,2006-02-17,,316.0
C1996002,10,2005년,10347000000,10347000000,0,0,2005-01-28,2005-02-01,,332.0
C1996002,1,1997년,200000000,200000000,0,0,1996-10-01,1996-10-07,1997-12-19,437.0
C1996002,0,전체,132537000000,132537000000,0,0,1996-10-01,1996-10-07,2010-01-04,4836.0
C2000006,5,2004년,9115000000,9115000000,0,0,2004-02-06,2004-02-12,2004-12-23,314.0
C2000006,4,2003년,11000000000,11000000000,0,0,2003-01-29,2003-02-03,2003-12-19,318.0
C2000006,3,2002년,8600000000,8600000000,0,0,2002-01-24,2002-02-01,2002-12-20,321.0
C2000006,2,2001년,1700000000,1700000000,0,0,2001-02-15,2001-02-20,2001-12-26,308.0
C2000006,1,2001년,15000000,15000000,0,0,2000-12-29,2000-12-30,2001-05-17,137.0
C2000006,0,전체,0,0,0,0,2000-12-29,2000-12-30,2009-12-31,3287.0
C2003131,0,전체,112573000000,112573000000,0,0,2003-09-04,2003-09-04,2013-12-31,3770.0
C2011009,8,2018년,24911000000,20295544140,4615455860,0,2017-01-13,2017-01-17,2018-12-31,712.0
C2011009,7,2017년,21811000000,18521159041,3289840959,0,2016-01-19,2016-01-19,2016-12-31,346.0
C2011009,6,2015년,15144000000,13871647930,1144352070,128000000,2015-01-13,2015-01-13,2015-12-26,346.0
C2011009,5,2014년,3806000000,2748242770,57757230,1000000000,2014-02-20,2014-02-20,2014-12-31,313.0
C2011009,4,2014년,11772000000,10307796410,109203590,1355000000,2013-02-25,2013-02-25,2014-09-30,581.0
C2011009,3,2013년,5000000000,3897769210,102230790,1000000000,2012-02-03,2012-02-07,2013-08-03,542.0
C2011009,2,2012년,1570000000,770000000,0,800000000,2011-02-22,2011-02-23,2012-12-03,648.0
C2011009,1,2011년,634000000,634000000,0,0,2011-01-25,2011-01-26,2011-10-24,270.0
C2011009,0,전체,84648000000,71046159501,9318840499,4283000000,2011-01-25,2011-01-26,2018-12-31,2895.0
C2012003,6,2016년,5394000000,5123796000,270204000,0,2016-02-25,2016-02-29,2016-10-25,238.0
C2012003,5,2015년,5539000000,4132554000,867446000,539000000,2015-01-22,2015-01-26,2015-12-05,312.0
C2012003,4,2015년,7270000000,3411428000,3858572000,0,2014-05-19,2014-05-20,2014-12-23,216.0
C2012003,3,2013년,7000000000,2314557000,4685443000,0,2013-03-27,2013-04-01,2013-12-26,268.0
C2012003,2,2012년,6199000000,4908024000,11976000,1279000000,2012-02-06,2012-02-10,2012-12-13,306.0
C2012003,1,2011년,10000000,10000000,0,0,2011-12-22,2011-12-27,2012-04-07,101.0
C2012003,0,전체,30194000000,20757700000,7618300000,1818000000,2011-12-22,2011-12-27,2016-10-25,1763.0
C2003115,4,2010년,50660000000,50660000000,0,0,2006-03-02,2006-03-06,,1428.0
C2003115,3,2005년,7097000000,6407000000,0,690000000,2005-01-27,2005-02-01,2005-12-20,321.0
C2003115,2,2004년,4700000000,2700000000,0,2000000000,2004-02-13,2004-02-18,2004-12-21,306.0
C2003115,1,2003년,3429000000,100000000,0,3329000000,2003-10-27,2003-10-28,2003-12-22,54.0
C2003115,0,전체,65886000000,59867000000,0,6019000000,2003-10-27,2003-10-28,2010-02-02,2288.0
C2004057,3,2010년,67369227000,67369227000,0,0,2006-02-28,2006-03-06,2010-11-10,1709.0
C2004057,2,2005년,7475000000,2600000000,0,4875000000,2005-02-01,2005-02-01,2005-12-22,323.0
C2004057,1,2004년,4475000000,100000000,0,4375000000,2004-06-22,2004-06-24,2004-12-21,179.0
C2004057,0,전체,70069227000,70069227000,0,0,2004-06-22,2004-06-24,2010-11-10,2329.0
C2003113,3,2009년,71812000000,71812000000,0,0,2005-02-02,2005-02-04,,1789.0
C2003113,2,2004년,4200000000,3000000000,0,1200000000,2004-02-13,2004-02-16,2004-12-31,318.0
C2003113,1,2003년,2880000000,180000000,0,2700000000,2003-06-03,2003-06-13,2003-12-31,200.0
C2003113,0,전체,83220000000,74992000000,0,8228000000,2003-06-03,2003-06-13,2009-12-30,2391.0
C2019026,2,2020년,1046000000,600000000,200000000,246000000,2020-01-14,2020-01-16,2020-12-31,349.0
C2019026,1,2020년,1237000000,50000000,0,1187000000,2019-10-23,2019-11-01,2020-05-28,208.0
C2019026,0,전체,14071113999,6410443999,5206380000,2454290000,2019-10-23,2019-11-01,2022-10-15,1078.0
C2009108,3,2011년,16993000000,16993000000,0,0,2011-01-28,2011-01-31,2011-12-26,328.0
C2009108,2,2010년,5500000000,5500000000,0,0,2010-01-27,2010-01-27,2011-01-21,358.0
C2009108,1,2010년,100000000,100000000,0,0,2009-11-13,2009-11-17,2010-01-15,58.0
C2009108,0,전체,22593000000,22593000000,0,0,2009-11-13,2009-11-17,2012-01-05,778.0
C2010020,3,2013년,16258000000,14310481820,1947518180,0,2010-04-08,2012-02-14,2013-03-15,394.0
C2010020,2,2012년,12916000000,11696816210,303183790,916000000,2011-02-16,2011-02-16,2012-01-11,328.0
C2010020,1,2011년,12276000000,5319550000,180450000,6776000000,2011-04-08,2010-04-08,2011-04-08,364.0
C2010020,0,전체,41450000000,31326848030,2431151970,7692000000,2010-04-06,2010-04-08,2013-03-15,1071.0
C2010019,2,2011년,20166000000,7174615220,673384780,12318000000,2011-01-27,2011-01-31,2011-12-30,332.0
C2010019,1,2010년,8546000000,4024390000,175610000,4346000000,2010-03-18,2010-03-24,2010-12-31,281.0
C2010019,0,전체,12891000000,7290350000,454650000,5146000000,2010-03-18,2010-03-24,2011-12-30,645.0
C2005003,6,2009년,1689000000,1689000000,0,0,2008-12-30,2009-01-05,2009-10-28,295.0
C2005003,5,2009년,2300000000,2300000000,0,0,2008-03-11,2008-03-11,2008-12-23,286.0
C2005003,4,2008년,1290000000,1290000000,0,0,2007-03-05,2007-03-08,2007-12-21,287.0
C2005003,3,2006년,3300000000,3300000000,0,0,2006-02-22,2006-02-28,2006-12-21,295.0
C2005003,2,2005년,3400000000,3400000000,0,0,2005-01-31,2005-02-03,2005-12-23,322.0
C2005003,1,2005년,10000000,10000000,0,0,2004-12-20,2004-12-23,2005-03-03,69.0
C2005003,0,전체,11989000000,11989000000,0,0,2004-12-20,2004-12-23,2009-11-01,1773.0
C1997003,9,2005년,16293000000,15490918163,802081837,0,2005-01-24,2005-01-24,,329.0
C1997003,8,2004년,13100000000,13030602728,69397272,0,2004-02-06,2004-02-07,,327.0
C1997003,7,2004년,16400000000,16288548545,111451455,0,2003-01-28,2003-02-05,,329.0
C1997003,6,2002년,21878000000,21786737280,91262720,0,2002-01-22,2002-01-28,,329.0
C1997003,5,2001년,22065000000,21917490000,147510000,0,2001-02-19,2001-02-20,,313.0
C1997003,4,2000년,13000000000,12909272200,90727800,0,2000-02-16,2000-02-21,,313.0
C1997003,3,1999년,9022000000,9002906000,19094000,0,1999-01-29,1999-02-04,,329.0
C1997003,2,1998년,1000000000,971226040,28773960,0,1988-03-13,1998-03-17,,288.0
C1997003,1,1997년,100000000,99814000,186000,0,1997-10-10,1997-10-16,,75.0
C1997003,0,전체,112858000000,111479649347,1378350653,0,1997-10-10,1997-10-16,2005-12-20,2986.0
C2014023,6,2020년,14361000000,7555831610,6805168390,0,2019-01-11,2019-01-14,2020-02-20,401.0
C2014023,5,2019년,7370000000,4959084120,2410915880,0,2018-01-11,2018-01-15,2019-02-25,405.0
C2014023,4,2018년,5140000000,3772425910,1367574090,0,2017-01-10,2017-01-13,2018-08-31,594.0
C2014023,3,2016년,5082000000,3845237880,1236762120,0,2016-01-15,2016-01-18,2016-12-25,341.0
C2014023,2,2015년,21817000000,624369190,4348630810,16844000000,2015-03-18,2015-03-23,2015-12-21,272.0
C2014023,1,2014년,4547000000,86124550,604875450,3856000000,2014-12-31,2014-02-10,2014-12-31,323.0
C2014023,0,전체,58317000000,20843073260,16773926740,20700000000,2014-02-04,2014-02-10,2020-02-20,2200.0
C2005056,1,2005년,0,0,0,0,2005-11-17,2005-11-21,2005-12-19,27.0
C2005056,0,전체,0,0,0,0,2005-11-17,2005-11-21,2010-11-20,1824.0
C1999020,5,2006년,283463000000,269215000000,0,14248000000,2000-02-18,2000-02-18,,2507.0
C1999020,4,1999년,19435000000,14894000000,0,4541000000,1999-01-28,1999-01-29,1999-12-17,321.0
C1999020,3,1998년,12980000000,9500000000,0,3480000000,1998-03-17,1998-03-18,1998-12-20,276.0
C1999020,2,1997년,1040000000,1000000000,0,40000000,1997-07-08,1997-07-14,1997-12-20,158.0
C1999020,1,1997년,140000000,100000000,0,40000000,1997-04-08,1997-04-15,1997-12-20,248.0
C1999020,0,전체,317058000000,294709000000,0,22349000000,1997-04-08,1997-04-15,2006-12-31,3546.0
C1998005,9,2004년,12703000000,12703000000,0,0,2004-02-01,2004-02-04,,330.0
C1998005,8,2004년,9947000000,9947000000,0,0,2004-02-13,2004-02-18,2004-12-15,300.0
C1998005,7,2003년,14200000000,14200000000,0,0,2003-02-07,2003-02-10,2003-12-22,314.0
C1998005,6,2003년,8266000000,8266000000,0,0,2002-02-07,2002-02-07,2003-02-28,385.0
C1998005,5,2001년,6800000000,6800000000,0,0,2001-03-08,2001-03-12,2001-12-26,288.0
C1998005,4,2000년,7939000000,5000000000,0,2939000000,2000-02-17,2000-02-21,2000-12-17,299.0
C1998005,3,1999년,13302000000,4645000000,0,8657000000,1999-02-02,1999-02-05,1999-12-24,321.0
C1998005,2,1998년,1481000000,338000000,0,1143000000,1998-04-09,1998-04-13,1998-12-24,254.0
C1998005,1,1998년,100000000,100000000,0,0,1998-02-25,1998-03-05,1998-08-31,178.0
C1998005,0,전체,73481000000,60742000000,0,12739000000,1998-02-25,1998-03-05,2005-12-31,2857.0
C2006010,2,2013년,152618000000,93340000000,224000000,59054000000,2006-03-31,2006-04-05,2013-07-31,2673.0
C2006010,1,2006년,10000000,10000000,0,0,2006-02-03,2006-02-22,2006-05-30,96.0
C2006010,0,전체,152138000000,92650000000,434000000,59054000000,2006-02-03,2006-02-22,2013-07-31,2715.0
C2002005,8,2010년,16471100000,16471100000,0,0,2009-01-13,2009-01-14,2010-06-02,503.0
C2002005,7,2008년,11996700000,11996700000,0,0,2008-02-27,2008-02-28,2008-12-22,297.0
C2002005,6,2007년,8959600000,8959600000,0,0,2007-02-23,2007-02-27,2007-12-21,296.0
C2002005,5,2007년,6525000000,6525000000,0,0,2006-02-20,2006-02-21,2006-12-31,312.0
C2002005,4,2005년,6346000000,6346000000,0,0,2005-02-02,2005-02-07,2005-12-21,316.0
C2002005,3,2004년,8216000000,6989000000,0,1227000000,2004-02-12,2004-02-17,2004-12-22,308.0
C2002005,2,2003년,6500000000,4000000000,0,2500000000,2003-01-29,2003-02-04,2003-12-23,321.0
C2002005,1,2002년,267000000,50000000,0,217000000,2002-11-04,2002-11-11,2002-12-23,41.0
C2002005,0,전체,61337400000,61337400000,0,0,2002-11-04,2002-11-11,2010-06-02,2759.0
T2000001,3,2007년,261724200000,257724200000,0,4000000000,2002-01-29,2002-01-30,,2160.0
T2000001,2,2001년,6000000000,5000000000,0,1000000000,2001-02-23,2001-02-26,2001-12-31,307.0
T2000001,1,2000년,1435800000,1435800000,0,0,2000-06-14,2000-06-19,2000-12-31,194.0
T2000001,0,전체,269160000000,264160000000,0,5000000000,2000-06-14,2000-06-19,2007-12-31,2750.0
C2002002,8,2014년,4585000000,4269800000,94200000,221000000,2014-02-06,2014-02-10,2014-12-31,323.0
C2002002,7,2014년,6663000000,6498000000,5000000,160000000,2013-02-14,2013-02-21,2014-07-31,524.0
C2002002,6,2013년,7401183000,7240483000,58700000,102000000,2012-02-03,2012-02-08,2013-12-26,686.0
C2002002,5,2012년,8966206000,8966206000,0,0,2011-02-10,2011-02-11,2012-10-31,627.0
C2002002,4,2010년,13761000000,13631000000,30000000,100000000,2010-01-21,2010-01-27,2011-07-26,544.0
C2002002,3,2009년,15457547000,14000000000,0,1457547000,2009-02-09,2009-02-09,2010-05-18,462.0
C2002002,2,2009년,72730975000,60664700000,71400000,11994875000,2003-02-07,2003-02-10,2009-01-31,2181.0
C2002002,1,2003년,1092588000,10000000,0,1082588000,2002-12-30,2002-12-30,2003-11-29,333.0
C2002002,0,전체,126033000000,110568000000,165000000,15300000000,2002-12-30,2002-12-30,2014-12-31,4383.0
C2020018,3,2023년,20662000000,19038630000,1623370000,0,2022-01-21,2022-02-03,2023-01-02,332.0
C2020018,2,2021년,50020000000,8682671000,317329000,41020000000,2021-01-15,2021-01-18,2021-12-31,346.0
C2020018,1,2021년,330000000,330000000,0,0,2020-03-02,2020-06-30,2021-02-24,238.0
C2020018,0,전체,173010365000,96932279000,29058086000,47020000000,2020-06-29,2020-06-30,2027-05-24,2518.0
C2022004,0,전체,14456328780,9077818780,2521510000,2857000000,2022-01-10,2022-02-07,2025-01-21,1078.0
C2017034,0,전체,11239548888,4266548888,2325000000,4648000000,2017-04-07,2017-04-17,2020-03-31,1078.0
C1999011,3,2006년,69124000000,69124000000,0,0,2001-02-15,2001-02-19,,2140.0
C1999011,2,2000년,4046000000,4046000000,0,0,2000-02-18,2000-02-18,2001-04-04,410.0
C1999011,1,1999년,200000000,200000000,0,0,1999-05-25,1999-06-01,1999-12-23,204.0
C1999011,0,전체,73370000000,73370000000,0,0,1999-05-25,1999-06-01,2006-12-31,2769.0
C1995004,0,전체,122714000000,122714000000,0,0,1995-09-29,1995-09-29,2006-03-28,3832.0
C2017047,7,2022년,10119000000,6609421130,3509578870,0,2022-01-19,2022-02-03,2022-09-25,233.0
C2017047,6,2022년,6723582000,6723582000,0,0,2021-02-09,2021-01-18,2022-03-08,413.0
C2017047,5,2020년,7689000000,6044940250,1460059750,184000000,2020-01-15,2020-01-16,2020-12-31,349.0
C2017047,4,2019년,10329000000,6614437620,205562380,3509000000,2019-02-21,2019-03-04,2019-12-31,301.0
C2017047,3,2018년,3283000000,1785000000,0,1498000000,2018-06-21,2018-06-21,2019-03-26,277.0
C2017047,2,2018년,4473000000,2765516000,1218484000,489000000,2017-09-11,2017-09-12,2018-12-28,471.0
C2017047,1,2017년,10000000,10000000,0,0,2017-07-05,2017-07-05,2017-09-04,60.0
C2017047,0,전체,41895268000,29460157000,7218111000,5217000000,2017-07-04,2017-07-05,2022-07-03,1823.0
C2016014,7,2022년,16444000000,14357321000,2086679000,0,2022-02-04,2022-03-18,2022-09-30,195.0
C2016014,6,2021년,21843000000,19316369000,2316631000,210000000,2021-01-14,2021-01-18,2021-12-31,346.0
C2016014,5,2020년,10941076000,10941076000,0,0,2020-01-13,2020-01-15,2020-12-30,349.0
C2016014,4,2020년,12682371270,11161562000,1407809270,113000000,2019-01-21,2019-01-24,2020-01-03,343.0
C2016014,3,2018년,7693000000,6766719000,926281000,0,2018-03-22,2018-03-22,2018-12-31,283.0
C2016014,2,2018년,11032536000,9329000000,420536000,1283000000,2017-03-06,2017-03-07,2018-07-10,489.0
C2016014,1,2016년,19239610340,9106854340,406756000,9726000000,2016-04-08,2016-04-11,2017-10-22,558.0
C2016014,0,전체,98769351000,77731000000,9603351000,11435000000,2016-04-08,2016-04-11,2022-09-30,2362.0
C2003101,4,2007년,974732000,731000000,243732000,0,2006-02-20,2006-02-20,,319.0
C2003101,3,2005년,1500000000,1500000000,0,0,2005-01-27,2005-01-29,2005-12-19,323.0
C2003101,2,2004년,700000000,700000000,0,0,2004-02-13,2004-02-18,2004-12-14,299.0
C2003101,1,2004년,20000000,20000000,0,0,2003-12-15,2003-12-19,2004-06-22,185.0
C2003101,0,전체,5272732000,5029000000,243732000,0,,2003-12-19,2007-04-30,1227.0
C2002013,4,2010년,67386500000,67386500000,0,0,2005-02-07,2005-02-14,2010-12-30,2144.0
C2002013,3,2005년,7997500000,7997500000,0,0,2004-02-12,2004-02-17,2005-01-12,329.0
C2002013,2,2003년,4000000000,4000000000,0,0,2003-02-04,2003-02-10,2003-12-31,323.0
