sptno,sptto,year,totamt,otsramt,gsumtrlct,stlct,cntrdt,stwrdt,ccwdt,gongi
C2004088,3,2006년,1000000000,1000000000,0,0,2006-02-15,2006-02-22,2006-11-16,266.0
C2004088,2,2005년,400000000,400000000,0,0,2005-01-29,2005-02-04,2005-12-15,313.0
C2004088,1,2005년,20000000,20000000,0,0,2004-12-17,2004-12-21,2005-04-23,122.0
C2004088,0,전체,50176606220,33802450000,803334180,15570822040,2004-12-17,2004-12-21,2012-01-30,2595.0
C2004081,3,2006년,1429000000,1429000000,0,0,2006-03-06,2006-03-08,,297.0
C2004081,2,2005년,2500000000,2500000000,0,0,2005-02-16,2005-02-17,2005-12-14,299.0
C2004081,1,2004년,1000000000,1000000000,0,0,2004-06-15,2004-07-01,2004-12-17,168.0
C2004081,0,전체,4929000000,4929000000,0,0,2004-06-15,2004-07-01,2007-06-15,1078.0
C2005047,7,2012년,11593000000,11560400000,32600000,0,2011-01-24,2011-01-24,2012-07-31,553.0
C2005047,6,2010년,11000000000,11000000000,0,0,2010-04-27,2010-01-27,2011-01-26,363.0
C2005047,5,2009년,7515500000,6590800000,924700000,0,2008-12-31,2008-12-31,,364.0
C2005047,4,2008년,1400000000,1225104530,174895470,0,2007-03-25,2008-03-26,2008-12-21,269.0
C2005047,3,2007년,2500000000,2413100000,86900000,0,2007-02-13,2007-02-15,2007-12-31,318.0
C2005047,2,2006년,200000000,200000000,0,0,2006-02-16,2006-02-22,2006-12-19,299.0
C2005047,1,2005년,10000000,10000000,0,0,2005-12-21,2005-12-27,2006-04-01,94.0
C2005047,0,전체,34224000000,34185900000,38100000,0,2005-12-21,2005-12-27,2012-07-31,2407.0
C2004092,8,2011년,8175000000,8175000000,0,0,2011-02-09,2011-02-09,2011-12-14,307.0
C2004092,7,2011년,10457000000,9702868370,197131630,557000000,2010-01-26,2010-01-26,2011-01-15,353.0
C2004092,6,2009년,8421000000,8354600000,66400000,0,2008-12-31,2008-12-31,2009-12-25,358.0
C2004092,5,2008년,1400000000,1353231630,46768370,0,2008-03-21,2008-03-25,2008-10-28,216.0
C2004092,4,2007년,2100000000,2100000000,0,0,2007-02-16,2007-02-16,2007-12-17,303.0
C2004092,3,2007년,1647000000,1025000000,175000000,447000000,2006-02-15,2006-02-22,2006-11-18,268.0
C2004092,2,2005년,1543000000,1000000000,0,543000000,2005-01-31,2005-02-04,2005-12-15,313.0
C2004092,1,2005년,520000000,20000000,0,500000000,2004-12-18,2004-12-21,2005-03-28,96.0
C2004092,0,전체,32216000000,32216000000,0,0,2004-12-21,2004-12-21,2011-12-14,2548.0
C2004093,8,2011년,8011000000,7508300000,452700000,50000000,2011-01-27,2011-01-27,2011-12-31,337.0
C2004093,7,2010년,11500000000,10500000000,0,1000000000,2010-01-25,2010-01-26,2010-12-16,323.0
C2004093,6,2009년,4797000000,4688899830,108100170,0,2008-12-30,2008-12-31,,358.0
C2004093,5,2008년,1500000000,1500000000,0,0,2008-03-20,2008-03-25,,238.0
C2004093,4,2007년,1879000000,1740000000,0,139000000,2007-02-08,2007-02-12,,318.0
C2004093,3,2006년,2370000000,1778900000,21100000,570000000,2006-02-14,2006-02-15,,268.0
C2004093,2,2005년,1042000000,700000000,0,342000000,2005-01-31,2005-02-04,,329.0
C2004093,1,2005년,20000000,20000000,0,0,2004-12-17,2004-12-21,,125.0
C2004093,0,전체,29093000000,28436099830,581900170,75000000,2004-12-17,2004-12-21,2011-12-31,2565.0
C2003031,1,2003년,0,0,0,0,2003-05-01,2003-05-06,2003-12-31,238.0
C2003031,0,전체,0,0,0,0,2003-05-01,2003-05-06,2007-12-30,1698.0
C2021004,2,2021년,5740077680,5740077680,0,0,2021-01-22,2021-01-25,2021-11-20,298.0
C2021004,1,2021년,101000000,101000000,0,0,2020-12-22,2020-12-23,2021-03-22,88.0
C2021004,0,전체,5841077680,5841077680,0,0,2020-12-22,2020-12-23,2022-01-16,388.0
C2003145,7,2010년,1603657570,1603657570,0,0,2009-01-08,2009-01-09,,359.0
C2003145,6,2008년,1700000000,1626592430,73407570,0,2008-04-03,2008-04-04,2008-11-17,226.0
C2003145,5,2007년,3075086460,3070000000,5086460,0,2007-03-02,2007-03-06,2007-12-21,289.0
C2003145,4,2007년,2050000090,2050000090,0,0,2006-03-06,2006-03-07,2006-11-21,258.0
C2003145,3,2006년,4500000000,4500000000,0,0,2005-02-21,2005-02-22,2005-12-12,292.0
C2003145,2,2004년,2700000000,2580750000,119250000,0,2004-03-05,2004-03-06,2004-12-23,291.0
C2003145,1,2004년,50000000,50000000,0,0,2003-12-30,2003-12-31,2004-05-08,128.0
C2003145,0,전체,15678418770,15481000000,197418770,0,2003-12-30,2003-12-31,2009-02-08,1865.0
C2021008,2,2021년,2334213160,1704863160,574066000,55284000,2021-02-03,2021-02-15,2021-12-27,314.0
C2021008,1,2021년,5571636840,5571636840,0,0,2020-12-23,2020-12-28,2021-07-26,209.0
C2021008,0,전체,7905850000,7276500000,574066000,55284000,2020-12-23,2020-12-28,2021-12-27,363.0
C2003022,5,2007년,2539730000,2539730000,0,0,2007-02-23,2007-02-28,,281.0
C2003022,4,2007년,1378000000,1378000000,0,0,2006-03-06,2006-03-07,,359.0
C2003022,3,2006년,3394000000,3394000000,0,0,2005-02-05,2005-02-12,,359.0
C2003022,2,2004년,2867000000,2840270000,26730000,0,2004-02-24,2004-03-02,,303.0
C2003022,1,2004년,50000000,50000000,0,0,2003-12-26,2003-12-29,2004-05-04,126.0
C2003022,0,전체,10228730000,10202000000,26730000,0,2003-12-26,2003-12-29,2007-12-07,1438.0
C2005049,7,2012년,12350000000,9336438320,560561680,2453000000,2011-01-26,2011-01-27,2012-08-10,560.0
C2005049,6,2010년,18902000000,8895058200,1104941800,8902000000,2010-01-26,2010-01-27,2010-12-31,337.0
C2005049,5,2009년,10726000000,5349468290,1071531710,4305000000,2008-12-31,2008-12-31,2009-12-31,364.0
C2005049,4,2008년,4487991000,1899177160,123813840,2465000000,2008-03-21,2008-03-25,2008-11-20,239.0
C2005049,3,2007년,1589000000,1500000000,0,89000000,2007-02-13,2007-02-15,2007-11-12,269.0
C2005049,2,2006년,200000000,200000000,0,0,2006-02-16,2006-02-22,2006-12-19,299.0
C2005049,1,2006년,10000000,10000000,0,0,2005-12-21,2005-12-27,2006-04-01,94.0
C2005049,0,전체,47862991000,27110643970,2940347030,17812000000,2005-12-21,2005-12-27,2012-08-31,2438.0
C2005051,7,2012년,8984000000,8823087000,160913000,0,2011-01-25,2011-01-27,2012-12-15,687.0
C2005051,6,2010년,9900000000,9900000000,0,0,2010-01-26,2010-01-27,2010-12-31,337.0
C2005051,5,2009년,6421000000,6421000000,0,0,2008-12-31,2008-12-31,2009-12-25,358.0
C2005051,4,2008년,1400000000,1400000000,0,0,2008-03-24,2008-03-25,2008-11-20,239.0
C2005051,3,2007년,1870000000,1870000000,0,0,2007-02-13,2007-02-15,2007-12-18,305.0
C2005051,2,2006년,200000000,181818182,18181818,0,2006-02-17,2006-02-20,2006-07-28,157.0
C2005051,1,2006년,10000000,10000000,0,0,2005-12-22,2005-12-27,2006-03-30,92.0
C2005051,0,전체,29632000000,29632000000,0,0,2005-12-22,2005-12-27,2012-03-30,2284.0
C2004161,8,2011년,7363373740,6878096170,299277570,186000000,2011-02-17,2011-01-31,2011-11-16,288.0
C2004161,7,2010년,11579000000,11000000000,0,579000000,2010-01-25,2010-01-25,2010-12-31,339.0
C2004161,6,2009년,3221000000,3221000000,0,0,2009-01-09,2009-01-09,2009-12-16,340.0
C2004161,5,2008년,2627000000,2372903830,21096170,233000000,2008-04-03,2008-04-04,2008-12-17,256.0
C2004161,4,2007년,2300000000,2300000000,0,0,2007-02-28,2007-02-28,2007-12-21,295.0
C2004161,3,2006년,2244000000,2200000000,0,44000000,2006-03-10,2006-03-13,2006-12-07,268.0
C2004161,2,2005년,400000000,400000000,0,0,2005-02-19,2005-02-23,2005-12-19,298.0
C2004161,1,2005년,20000000,20000000,0,0,2004-12-21,2004-12-23,2005-03-18,84.0
C2004161,0,전체,29806373740,28392000000,320373740,1094000000,2004-12-21,2004-12-23,2011-11-16,2518.0
C2004080,8,2012년,11944000000,11895700000,48300000,0,2011-02-08,2011-02-09,2012-05-31,476.0
C2004080,7,2011년,7600000000,7600000000,0,0,2010-01-25,2010-01-26,2011-01-25,363.0
C2004080,6,2009년,6421000000,6381677000,39323000,0,2008-12-30,2008-12-31,2009-12-31,364.0
C2004080,5,2008년,1600000000,1600000000,0,0,2008-03-20,2008-03-25,,238.0
C2004080,4,2007년,6176000000,6158705000,17295000,0,2007-02-08,2007-02-12,,290.0
C2004080,3,2006년,4400000000,4291000000,109000000,0,2006-02-14,2006-02-15,,298.0
C2004080,2,2005년,3320000000,3320000000,0,0,2005-01-29,2005-02-04,,299.0
C2004080,1,2004년,20000000,20000000,0,0,2004-12-17,2004-12-21,2004-12-31,9.0
C2004080,0,전체,40510023000,40157700000,352323000,0,2004-12-17,2004-12-21,2012-05-31,2717.0
C2010045,2,2012년,25299000000,21628048000,1015952000,2655000000,2011-01-25,2011-01-28,2012-06-30,518.0
C2010045,1,2012년,13194000000,6694000000,0,6500000000,2010-05-10,2010-05-10,2011-12-29,597.0
C2010045,0,전체,91526015000,25847615000,678400000,65000000000,2010-05-10,2010-05-10,2012-06-30,781.0
C2010042,2,2012년,59177973720,53065800000,1961173720,4151000000,2011-01-28,2011-01-28,2011-12-31,336.0
C2010042,1,2011년,147216000000,19784200000,215800000,127216000000,2010-04-20,2010-04-26,2011-04-25,363.0
C2010042,0,전체,82933066673,81814166673,1118900000,0,2010-04-20,2010-04-26,2012-03-25,698.0
C2010037,2,2012년,38870000000,37693149970,1176850030,0,2011-02-01,2011-02-07,2012-05-01,448.0
C2010037,1,2010년,12395000000,12272071930,122928070,0,2010-04-22,2010-04-26,2010-12-31,248.0
C2010037,0,전체,51265000000,49965221900,1299778100,0,2010-04-22,2010-04-26,2012-05-01,735.0
C2010006,4,2013년,80351943000,73798054000,268889000,6285000000,2011-01-26,2011-01-26,2013-10-31,1008.0
C2010006,3,2010년,17586000000,17586000000,0,0,2010-07-22,2010-07-26,2010-12-31,157.0
C2010006,2,2010년,4994000000,4994000000,0,0,2010-04-27,2010-04-27,2010-07-25,88.0
C2010006,1,2010년,5827000000,5827000000,0,0,2010-02-10,2010-02-10,2010-07-09,148.0
C2010006,0,전체,108490054000,102205054000,0,6285000000,2010-02-10,2010-02-10,2013-10-31,1358.0
C2011007,2,2012년,24261518570,22452055580,1679462990,130000000,2011-02-14,2011-02-15,2012-12-31,684.0
C2011007,1,2011년,109867000000,16900000000,0,92967000000,2010-04-20,2010-04-22,2011-12-31,617.0
C2011007,0,전체,134128518570,39352055580,1679462990,93097000000,2010-04-20,2010-04-22,2012-12-31,983.0
C2010046,3,2012년,14554500000,14285900000,268600000,0,2012-07-27,2012-07-27,2013-12-31,521.0
C2010046,2,2012년,17641200000,16069200000,1572000000,0,2011-01-27,2011-01-21,2012-08-31,587.0
C2010046,1,2012년,131482000000,4700000000,0,126782000000,2010-04-20,2010-04-22,2011-04-22,364.0
C2010046,0,전체,74502000000,30502000000,0,44000000000,2010-04-20,2010-04-22,2013-12-31,1348.0
C2010002,4,2011년,36375000000,35747000000,0,628000000,2011-01-26,2011-01-26,2011-12-31,338.0
C2010002,3,2011년,24876000000,24876000000,0,0,2010-07-06,2010-07-06,2011-01-05,182.0
C2010002,2,2010년,5974000000,5974000000,0,0,2010-04-20,2010-04-20,2010-09-16,148.0
C2010002,1,2010년,550000000,550000000,0,0,2010-02-10,2010-02-10,2010-07-09,148.0
C2010002,0,전체,63223000000,62191000000,0,1032000000,2010-02-10,2010-02-10,2012-06-30,870.0
C2011021,3,2013년,1709203000,1190202000,519001000,0,2012-06-22,2012-06-27,2013-02-03,220.0
C2011021,2,2012년,9076000000,7720209000,1355791000,0,2011-06-09,2011-06-13,2012-12-31,566.0
C2011021,1,2011년,100000000,100000000,0,0,2010-12-23,2010-12-27,2011-04-29,122.0
C2011021,0,전체,9010411000,9010411000,0,0,2010-12-23,2010-12-27,2013-02-03,768.0
C2010043,2,2011년,3681000000,3089510300,591489700,0,2011-12-11,2011-01-31,2012-06-30,515.0
C2010043,1,2011년,3017000000,899125000,317875000,1800000000,2010-03-04,2010-03-04,2011-03-30,390.0
C2010043,0,전체,6698000000,3988635300,909364700,1800000000,2010-03-04,2010-03-04,2012-12-31,1032.0
C2009114,3,2012년,67497040440,57821500000,4232540440,5443000000,2011-01-31,2011-02-01,2012-01-22,354.0
C2009114,2,2011년,23615000000,11981000000,119000000,11515000000,2010-12-24,2010-02-01,2011-01-26,358.0
C2009114,1,2010년,27300000000,100000000,0,27200000000,2009-11-16,2009-11-20,2010-01-18,58.0
C2009114,0,전체,118412040440,69902500000,4351540440,44158000000,2009-11-16,2009-11-20,2012-01-08,778.0
C2011001,2,2012년,675000000,0,675000000,0,2011-01-31,2011-02-01,2012-06-30,514.0
C2011001,1,2012년,0,0,0,0,2011-05-20,2010-04-20,2012-06-30,801.0
C2011001,0,전체,675000000,0,675000000,0,2010-04-14,2010-04-20,2012-06-30,801.0
C2009032,3,2011년,10983790800,10983790800,0,0,2011-12-20,2011-02-09,2011-12-30,323.0
C2009032,2,2010년,4994749000,4994749000,0,0,2010-01-25,2010-01-25,2011-01-21,360.0
C2009032,1,2009년,300000000,300000000,0,0,2009-02-23,2009-02-26,2009-12-21,297.0
C2009032,0,전체,16316000000,16316000000,0,0,2009-02-23,2009-02-26,2011-12-30,1036.0
C2010036,3,2012년,54197440000,52634600450,1562839550,0,2011-01-27,2011-01-31,2012-11-30,668.0
C2010036,2,2011년,31355000000,28100000000,0,3255000000,2010-02-10,2010-02-12,2011-02-11,363.0
C2010036,1,2010년,7100000000,100000000,0,7000000000,2009-12-01,2009-12-03,2010-12-02,363.0
C2010036,0,전체,93137440000,80834600450,1562839550,10740000000,2009-12-01,2009-12-03,2012-11-30,1092.0
C2010039,3,2012년,44918000000,42728168310,2156831690,33000000,2011-02-11,2011-02-11,2012-10-31,627.0
C2010039,2,2011년,23000000000,17000000000,0,6000000000,2010-02-11,2010-02-12,2010-12-27,317.0
C2010039,1,2010년,13775000000,100000000,0,13675000000,2009-12-11,2009-12-21,2010-12-20,363.0
C2010039,0,전체,72675970000,51299970000,476000000,20900000000,2009-12-11,2009-12-21,2012-10-31,1044.0
C2009082,4,2011년,151271000000,151271000000,0,0,2011-01-25,2011-01-26,2012-06-12,502.0
C2009082,3,2011년,132072000000,132072000000,0,0,2010-03-31,2010-04-01,2011-01-25,298.0
C2009082,2,2010년,20761000000,20761000000,0,0,2010-01-25,2010-01-25,2010-04-18,82.0
C2009082,1,2009년,3600000000,100000000,0,3500000000,2009-10-27,2009-10-27,2009-12-31,64.0
C2009082,0,전체,336111000000,304204000000,0,31907000000,2009-10-27,2009-10-27,2012-06-12,958.0
C2009087,4,2012년,96578888100,93314797000,476091100,2788000000,2011-01-21,2011-01-24,2012-06-30,522.0
C2009087,3,2011년,79678229000,79268229000,0,410000000,2010-03-31,2010-04-01,2010-12-31,273.0
C2009087,2,2011년,13155000000,13155000000,0,0,2010-01-25,2010-01-25,2010-03-31,64.0
C2009087,1,2010년,190000000,100000000,0,90000000,2009-10-27,2009-10-27,2010-01-24,88.0
C2009087,0,전체,192742000000,188558000000,0,4184000000,2009-10-27,2009-10-27,2012-06-30,976.0
C2009086,4,2012년,109098800000,109098800000,0,0,2011-01-31,2011-01-31,2012-10-30,637.0
C2009086,3,2010년,87015100000,87015100000,0,0,2011-04-18,2010-04-18,2010-01-25,-84.0
C2009086,2,2010년,8145200000,8145200000,0,0,2010-01-25,2010-01-25,2010-04-18,82.0
C2009086,1,2009년,100000000,100000000,0,0,2009-10-27,2009-10-27,2009-12-31,64.0
C2009086,0,전체,204359100000,204359100000,0,0,2009-10-27,2009-10-27,2012-10-30,1098.0
C2009089,4,2012년,103781348000,0,103781348000,0,2011-01-27,2011-01-27,2012-06-30,519.0
C2009089,3,2011년,101414832000,0,101414832000,0,2010-04-01,2010-04-01,2011-01-25,298.0
C2009089,2,2010년,12258000000,0,12258000000,0,2010-01-25,2010-01-25,2010-04-18,82.0
C2009089,1,2010년,100000000,0,100000000,0,2009-10-27,2009-10-27,2009-12-31,64.0
C2009089,0,전체,221603828000,221603828000,0,0,2009-10-27,2009-10-27,2012-06-30,976.0
C2003015,7,2009년,2954680000,2954680000,0,0,2008-12-30,2009-01-01,,363.0
C2003015,6,2008년,1400000000,1400000000,0,0,2008-03-24,2008-03-25,2008-11-20,239.0
C2003015,5,2007년,3605000000,3605000000,0,0,2007-02-12,2007-02-16,2007-12-31,317.0
C2003015,4,2007년,1600000000,1600000000,0,0,2006-02-14,2006-02-22,2006-11-21,271.0
C2003015,3,2005년,2300000000,2300000000,0,0,2005-01-29,2005-02-01,2005-12-16,317.0
C2003015,2,2004년,3142680000,3000000000,142680000,0,2004-02-18,2004-02-20,2004-12-20,303.0
C2003015,1,2004년,50000000,50000000,0,0,2003-12-29,2003-12-30,2004-05-07,128.0
C2003015,0,전체,16891680000,16749000000,142680000,0,,2003-12-30,2010-12-31,2557.0
C2009038,5,2014년,10693246920,10360200000,333046920,0,2013-04-04,2013-04-08,2014-07-03,450.0
C2009038,4,2012년,5766000000,5027000000,373000000,366000000,2012-02-16,2012-02-21,2012-12-18,300.0
C2009038,3,2011년,5804800000,2349800000,0,3455000000,2011-01-27,2011-01-28,2011-12-31,336.0
C2009038,2,2010년,6365000000,4400000000,0,1965000000,2010-01-22,2010-01-27,2010-12-22,328.0
C2009038,1,2009년,1000000000,1000000000,0,0,2009-03-26,2009-04-03,2009-12-31,271.0
C2009038,0,전체,31507246920,23137000000,857246920,7513000000,2009-03-26,2009-04-03,2014-07-03,1916.0
C2009101,5,2015년,15193912920,15193912920,0,0,2013-03-22,2013-03-27,2015-02-02,676.0
C2009101,4,2013년,4444000000,4410310000,33690000,0,2012-02-03,2012-02-07,2012-12-31,327.0
C2009101,3,2012년,3500000000,3288255000,211745000,0,2011-01-31,2011-02-01,2012-01-26,358.0
C2009101,2,2011년,2500000000,1520420000,979580000,0,2010-01-27,2010-01-28,2011-01-22,358.0
C2009101,1,2009년,100000000,100000000,0,0,2009-09-22,2009-09-22,2009-12-28,96.0
C2009101,0,전체,26409000000,24686947920,1722052080,0,2009-09-22,2009-09-30,2015-02-02,1950.0
C2009112,5,2014년,15017000000,14332100000,684900000,0,2013-03-26,2013-03-27,2014-12-31,643.0
C2009112,4,2012년,3400000000,3194600000,205400000,0,2012-02-07,2012-02-07,2012-12-31,327.0
C2009112,3,2011년,3500000000,3381800000,118200000,0,2011-01-31,2011-02-01,2011-12-31,332.0
C2009112,2,2010년,3200000000,3200000000,0,0,2010-01-27,2010-01-28,2010-12-24,329.0
C2009112,1,2009년,100000000,100000000,0,0,2009-09-10,2009-09-17,2009-12-18,91.0
C2009112,0,전체,24327000000,23212000000,1115000000,0,2009-09-10,2009-09-17,2014-12-31,1930.0
C2003020,8,2010년,3000000000,3000000000,0,0,2010-01-25,2010-01-27,2010-12-31,337.0
C2003020,7,2009년,4723000000,4656900000,66100000,0,2008-12-30,2008-12-31,2009-12-24,357.0
C2003020,6,2008년,3872000000,3872000000,0,0,2008-03-28,2008-04-04,2008-12-16,255.0
C2003020,5,2007년,2870000000,2870000000,0,0,2007-02-15,2007-02-21,2007-12-21,302.0
C2003020,4,2006년,3500000000,3382000000,118000000,0,2006-02-15,2006-02-22,2006-11-01,251.0
C2003020,3,2005년,6000000000,5867800000,132200000,0,2005-02-01,2005-02-04,2005-12-14,312.0
C2003020,2,2004년,3800000000,3800000000,0,0,2004-02-18,2004-02-20,2004-12-17,300.0
C2003020,1,2004년,50000000,50000000,0,0,2003-12-29,2003-12-30,2004-04-27,118.0
C2003020,0,전체,32179000000,32179000000,0,0,2003-12-29,2003-12-30,2010-12-31,2557.0
C2003027,8,2010년,1736000000,1736000000,0,0,2010-01-25,2010-01-27,,265.0
C2003027,7,2009년,3400000000,3400000000,0,0,2008-12-30,2008-12-31,2009-12-18,351.0
C2003027,6,2008년,3350000000,3350000000,0,0,2008-04-02,2008-04-04,2008-12-19,258.0
C2003027,5,2007년,2000000000,2000000000,0,0,2007-02-14,2007-02-21,2007-11-13,264.0
C2003027,4,2007년,2800000000,2800000000,0,0,2006-02-14,2006-02-22,2006-11-27,277.0
C2003027,3,2005년,3500000000,3500000000,0,0,2005-02-01,2005-02-04,2005-12-14,312.0
C2003027,2,2004년,3000000000,2911840000,88160000,0,2004-02-20,2004-02-23,2004-12-23,303.0
C2003027,1,2003년,50000000,50000000,0,0,2003-11-20,2003-12-01,2004-04-08,128.0
C2003027,0,전체,19836000000,19747840000,88160000,0,2003-11-20,2003-12-01,2010-10-20,2514.0
C2003028,5,2007년,2039883000,2039883000,0,0,2007-02-23,2007-02-27,,306.0
C2003028,4,2006년,1700000000,1665900000,34100000,0,2006-03-06,2006-03-07,,298.0
C2003028,3,2005년,2048000000,2048000000,0,0,2005-02-11,2005-02-14,,319.0
C2003028,2,2004년,3500000000,3342217000,157783000,0,2004-02-24,2004-03-01,,304.0
C2003028,1,2003년,1000000000,1000000000,0,0,2003-05-02,2003-05-07,,237.0
C2003028,0,전체,10130100000,10096000000,34100000,0,,2003-05-07,2007-12-31,1698.0
C2003029,3,2005년,1056000000,1056000000,0,0,2005-02-07,2005-02-14,,299.0
C2003029,2,2004년,3533554000,3533554000,0,0,2004-02-26,2004-03-01,,304.0
C2003029,1,2003년,50000000,50000000,0,0,2003-11-27,2003-12-01,,29.0
C2003029,0,전체,4706000000,4639554000,66446000,0,,2003-12-01,2005-12-11,740.0
C2003034,8,2010년,2754000000,2754000000,0,0,2010-01-28,2010-01-29,2010-12-22,326.0
C2003034,7,2009년,8150000000,8150000000,0,0,2008-12-30,2008-12-31,2009-12-31,364.0
C2003034,6,2008년,1700000000,1700000000,0,0,2008-03-20,2008-03-25,2008-11-19,238.0
C2003034,5,2007년,4350000000,4350000000,0,0,2007-02-09,2007-02-12,2007-12-29,319.0
C2003034,4,2007년,3300000000,3098300000,201700000,0,2006-02-14,2006-02-14,2006-11-02,260.0
C2003034,3,2005년,2800000000,2800000000,0,0,2005-02-01,2005-02-04,2005-12-14,312.0
C2003034,2,2004년,5131000000,4999900000,131100000,0,2004-02-17,2004-02-20,2004-12-16,299.0
C2003034,1,2005년,350000000,50000000,0,300000000,2003-12-29,2003-12-30,2004-05-07,128.0
C2003034,0,전체,28235000000,27902200000,332800000,0,2003-12-29,2003-12-29,2010-12-22,2549.0
C2005075,2,2007년,0,0,0,0,2006-03-02,2006-03-07,,359.0
C2005075,1,2006년,10000000,10000000,0,0,2005-12-19,2005-12-22,2006-03-27,94.0
C2005075,0,전체,5017495996,4332495996,25000000,660000000,2005-12-19,2005-12-22,2007-12-21,728.0
C2003010,4,2006년,2800000000,2797000000,3000000,0,2006-02-14,2006-02-22,,311.0
C2003010,3,2005년,4500000000,4500000000,0,0,2005-02-01,2005-02-04,2005-12-13,311.0
C2003010,2,2004년,4020000000,4020000000,0,0,2004-02-18,2004-02-20,2004-12-21,304.0
C2003010,1,2004년,50000000,50000000,0,0,2003-12-29,2003-12-30,2004-05-07,128.0
C2003010,0,전체,12546000000,12543000000,3000000,0,2003-12-29,2003-12-30,2006-12-14,1079.0
