ofccd,ofcnm,rutcd,rutnm,fctkdcd,fctkdnm,fctcfcd,fctcfnm,fcno,fctnm,sectnm,lctnm,ccwdt,cstcmpnm,cwknm
21,홍천국토관리사무소,21046,일반국도46호선,1,교량,3,3종,0FE52238DBA52D5CE0440003BA90E0BD,웅진교,간동~양구,강원도 양구군 양구읍 수인리,2005-12-31,현대건설(주)외 4개사,신북-양구(수인리구간)간 국도 선형개량공사
34,예산국토관리사무소,34021,일반국도21호선,1,교량,0,기타,086A6C796A511C18E0440003BA8152A1,신대2교,보령~홍성,충청남도 보령시 주교면 신대리,2005-12-31,(주)삼호,보령시 국도대체 우회도로(화산-관창) 축조 및 포장공사
34,예산국토관리사무소,34021,일반국도21호선,1,교량,3,3종,086A8652F1B61C5CE0440003BA8152A1,신대1교,보령~홍성,충청남도 보령시 주교면 신대리,2005-12-31,(주)삼호,보령시 국도대체 우회도로(화산-관창) 축조 및 포장공사
34,예산국토관리사무소,34021,일반국도21호선,1,교량,2,2종,08680BB214BE18A2E0440003BA8152A1,관창1교,보령~홍성,충청남도 보령시 주교면 관창리,2005-12-31,(주)삼호,보령시 국도대체 우회도로(화산-관창) 축조 및 포장공사
42,전주국토관리사무소,42001,일반국도1호선,1,교량,3,3종,05BC7E7EF3575F9FE0440003BA816705,박동교(상),정읍~태인,전라북도 정읍시 북면 승부리,2005-12-31,케이씨씨건설,국도1호선 정읍-태인간 4차선 확포장공사
42,전주국토관리사무소,42001,일반국도1호선,1,교량,3,3종,05CCF44A45CE66C0E0440003BA816705,박동교(하),정읍~태인,전라북도 정읍시 북면 승부리,2005-12-31,케이씨씨건설,국도1호선 정읍-태인간 4차선 확포장공사
34,예산국토관리사무소,34021,일반국도21호선,2,터널,1,1종,B4AB02F36E4C4BF4E0440003BA816705,봉황터널(상),보령~홍성,충청남도 보령시 죽정동,2005-12-31,(주)삼호외 3개사,보령시 국도대체 우회도로(화산-관창) 축조 및 포장공사
34,예산국토관리사무소,34021,일반국도21호선,1,교량,0,기타,B4AAF8B3E6384A96E0440003BA816705,죽정교,보령~홍성,충남 보령 죽정동 ,2005-12-31,(주)삼호외 3개사,보령시 국도대체 우회도로(화산-옥동) 축조 및 포장공사
34,예산국토관리사무소,34021,일반국도21호선,1,교량,2,2종,B4AADE889B464732E0440003BA816705,화산2교,보령~홍성,충남 보령 화산동 ,2005-12-31,(주)삼호외 3개사,보령시 국도대체 우회도로(화산-관창) 축조 및 포장공사
34,예산국토관리사무소,34021,일반국도21호선,2,터널,1,1종,B4AB0C04636D4D28E0440003BA816705,봉황터널(하),보령~홍성,충청남도 보령시 주교면 신대리,2005-12-31,(주)삼호외 3개사,보령시 국도대체 우회도로(화산-관창) 축조 및 포장공사
34,예산국토관리사무소,34021,일반국도21호선,1,교량,2,2종,B4AAE89570CA4891E0440003BA816705,대천천교,보령~홍성,충청남도 보령시 화산동 ,2005-12-31,(주)삼호외 3개사,보령시 국도대체 우회도로(화산-관창) 축조 및 포장공사
42,전주국토관리사무소,42001,일반국도1호선,1,교량,3,3종,05CE0702B8C56922E0440003BA816705,사포교(하),정읍~태인,전라북도 정읍시 정우면 우산리,2005-12-31,케이씨씨건설,국도1호선 정읍-태인간 4차선 확포장공사
42,전주국토관리사무소,42001,일반국도1호선,1,교량,3,3종,05CDF8A99B9D68CFE0440003BA816705,사포교(상),정읍~태인,전라북도 정읍시 정우면 우산리,2005-12-31,케이씨씨건섧,국도1호선 정읍-태인간 4차선 확포장공사
42,전주국토관리사무소,42001,일반국도1호선,1,교량,3,3종,05CDEACADDE7689DE0440003BA816705,정우교(하),정읍~태인,전라북도 정읍시 정우면 우산리,2005-12-31,케이씨씨건설,국도1호선 정읍-태인간 4차선 확포장공사
42,전주국토관리사무소,42001,일반국도1호선,1,교량,3,3종,05CDD8F0ADE96857E0440003BA816705,정우교(상),정읍~태인,전라북도 정읍시 정우면 우산리,2005-12-31,케이씨씨건설ㄹ,국도1호선 정읍-태인간 4차선 확포장공사
42,전주국토관리사무소,42001,일반국도1호선,1,교량,2,2종,05CE4767E1BA6A1BE0440003BA816705,대각교(상),정읍~태인,전라북도 정읍시 태인면 태창리,2005-12-31,케이씨씨건설,국도1호선 정읍-태인간 4차선 확포장공사
42,전주국토관리사무소,42001,일반국도1호선,1,교량,2,2종,05CE55AF9A306A5DE0440003BA816705,대각교(하),정읍~태인,전라북도 정읍시 태인면 태창리,2005-12-31,케이씨씨건설,국도1호선 정읍-태인간 4차선 확포장공사
42,전주국토관리사무소,42001,일반국도1호선,1,교량,3,3종,05CEE2514BB06BB1E0440003BA816705,태창교(하),정읍~태인,전라북도 정읍시 태인면 태창리,2005-12-31,케이씨씨건설,국도1호선 정읍-태인간 4차선 확포장공사
42,전주국토관리사무소,42001,일반국도1호선,1,교량,3,3종,05CED6DC367E6B57E0440003BA816705,태창교(상),정읍~태인,전라북도 정읍시 태인면 태성리,2005-12-31,케이씨씨건설,국도1호선 정읍-태인간 4차선 확포장공사
52,진주국토관리사무소,52077,일반국도77호선,1,교량,3,3종,5D4EE96F0FEE48D7E054B099289CEB28,동해천1교,고성 동해~통영 광도,경상남도 통영시 광도면 우동리,2005-12-31,(주)한진중공업,고속국도 제35호선 통영-진주간 건설공사
52,진주국토관리사무소,52077,일반국도77호선,1,교량,3,3종,5F407A97B6E113D4E054B099289CEB28,동해천2교,고성 동해~통영 광도,경상남도 통영시 광도면 노산리,2005-12-31,(주)한진중공업,고속국도 제35호선 통영-진주간 건설공사
42,전주국토관리사무소,42001,일반국도1호선,1,교량,3,3종,05CD9BB1A4F86798E0440003BA816705,새한교(하),정읍~태인,전라북도 정읍시 북면 승부리,2005-12-31,케이씨시건설,국도1호선 정읍-태인간 4차선 확포장공사
42,전주국토관리사무소,42001,일반국도1호선,1,교량,3,3종,05CD0DB0D9F165CDE0440003BA816705,새한교(상),정읍~태인,전라북도 정읍시 북면 승부리,2005-12-31,케이씨씨건설,국도1호선 정읍-태인간 4차선 확포장공사
42,전주국토관리사무소,42001,일반국도1호선,1,교량,3,3종,05CE38BE02F769EBE0440003BA816705,태서1교(하),정읍~태인,전라북도 정읍시 정우면 화천리,2005-12-31,케이씨씨건설,국도1호선 정읍-태인간 4차선 확포장공사
42,전주국토관리사무소,42001,일반국도1호선,1,교량,3,3종,05CE2C181E0169B8E0440003BA816705,태서1교(상),정읍~태인,전라북도 정읍시 정우면 화천리,2005-12-31,케이씨씨건설,국도1호선 정읍-태인간 4차선 확포장공사
42,전주국토관리사무소,42021,일반국도21호선,2,터널,2,2종,FA2D97446FA96E04E0340003BA816705,고덕터널(상),상관~구이,전라북도 완주군 구이면 광곡리,2005-12-31,(주)케이씨씨건설외 5개사,전주시 관내국도대체 우회도로(상관-구이)건설공사
42,전주국토관리사무소,42021,일반국도21호선,2,터널,2,2종,FA19906960975D80E0340003BA816705,광곡터널(하),상관~구이,전라북도 완주군 구이면 광곡리,2005-12-31,(주)케이씨씨건설외 5개사,전주시 관내국도대체 우회도로(상관-구이)건설공사
42,전주국토관리사무소,42021,일반국도21호선,2,터널,2,2종,FA1988A429515D63E0340003BA816705,광곡터널(상),상관~구이,전라북도 완주군 구이면 평촌리,2005-12-31,(주)케이씨씨건설외 5개사,전주시 관내국도대체 우회도로(상관-구이)건설공사
42,전주국토관리사무소,42021,일반국도21호선,2,터널,2,2종,FA2DA01433BF6E1DE0340003BA816705,고덕터널(하),상관~구이,전라북도 완주군 상관면 신리,2005-12-31,(주)케이씨씨건설외 5개사,전주시 관내국도대체 우회도로(상관-구이)건설공사
53,포항국토관리사무소,53007,일반국도7호선,2,터널,2,2종,09985D6A89B511D1E0440003BA90E5BD,고포터널(상),죽변~북,경상북도 울진군 북면 나곡리,2005-12-31,GS건설,국도7호선 죽변-북면간 도로4차선 확장 및 포장공사
53,포항국토관리사무소,53007,일반국도7호선,2,터널,2,2종,099869002C4A1235E0440003BA90E5BD,태봉터널(상),죽변~북,경상북도 울진군 북면 나곡리,2005-12-31,GS건설,국도7호선 죽변-북면간 도로4차선 확장 및 포장공사
53,포항국토관리사무소,53007,일반국도7호선,2,터널,2,2종,099863AD66A51211E0440003BA90E5BD,고포터널(하),죽변~북,경상북도 울진군 북면 나곡리,2005-12-31,GS건설,국도7호선 죽변-북면간 도로4차선 확장 및 포장공사
53,포항국토관리사무소,53007,일반국도7호선,2,터널,2,2종,09987E8184B812CDE0440003BA90E5BD,태봉터널(하),죽변~북,경상북도 울진군 북면 나곡리,2005-12-31,GS건설,국도7호선 죽변-북면간 도로4차선 확장 및 포장공사
22,강릉국토관리사무소,22007,일반국도7호선,2,터널,2,2종,05D90B320C3F2239E0440003BA90E0BD,월천터널(상),삼척 원덕~삼척 근덕,강원도 삼척시 원덕읍 월천리,2005-12-31,GS건설(주),국도7호선 죽변-북면간 도로확.포장공사
22,강릉국토관리사무소,22007,일반국도7호선,2,터널,2,2종,05D9034D617F221AE0440003BA90E0BD,월천터널(하),삼척 원덕~삼척 근덕,강원도 삼척시 원덕읍 월천리,2005-12-31,GS건설(주),국도7호선 죽변-북면간 도로 확.포장공사
52,진주국토관리사무소,52003,일반국도3호선,2,터널,2,2종,01F69D6A34EC10ABE0440003BA90E5BD,주상터널(상),거창 거창읍계~거창 주상면계,경상남도 거창군 거창읍 서변리,2005-12-31,(주)대우건설외 3개사,거창~주상(거창서부우회도로) 건설공사
52,진주국토관리사무소,52003,일반국도3호선,2,터널,2,2종,01F6ABF6159D10C3E0440003BA90E5BD,주상터널(하),거창 거창읍계~거창 주상면계,경상남도 거창군 주상면 도평리,2005-12-31,(주)대우건설외 3개사,거창~주상(거창서부우회도로) 건설공사
21,홍천국토관리사무소,21005,일반국도5호선,1,교량,3,3종,10222A17209D4746E0440003BA90E0BD,천전IC교,신북~용산,강원도 춘천시 신북읍 천전리,2005-12-31,동부건설(주)외 4개사,국도46호선 동면-신북외 1개소 도로확장 및 포장공사
21,홍천국토관리사무소,21005,일반국도5호선,1,교량,1,1종,10207E280BC84537E0440003BA90E0BD,천전2교,신북~용산,강원도 춘천시 신북읍 천전리,2005-12-31,동부건설(주)외 4개사,국도46호선 동면-신북외 1개소 도로확장 및 포장공사
21,홍천국토관리사무소,21005,일반국도5호선,1,교량,2,2종,1022E4DBB0A6492CE0440003BA90E0BD,천전3교,신북~용산,강원도 춘천시 신북읍 천전리,2005-12-31,동부건설(주)외 4개사,국도46호선 동면-신북외 1개소 도로확장 및 포장공사
21,홍천국토관리사무소,21005,일반국도5호선,1,교량,1,1종,100FF1EB4863418BE0440003BA90E0BD,소양6교,동내~동,강원도 춘천시 동면 지내리,2005-12-31,동부건설(주)외 4개사,국도46호선 동면-신북외 1개소 도로확장 및 포장공사
21,홍천국토관리사무소,21005,일반국도5호선,1,교량,3,3종,0FE6A33288CA309BE0440003BA90E0BD,만천교,동내~동,강원도 춘천시 동면 만천리,2005-12-31,동부건설(주),국도46호선 동면-신북외 1개소 도로확장 및 포장공사
21,홍천국토관리사무소,21005,일반국도5호선,1,교량,1,1종,100E9606F3613CEEE0440003BA90E0BD,지내교,동내~동,강원도 춘천시 동면 장학리,2005-12-31,동부건설(주)외 4개사,국도46호선 동면-신북외 1개소 도로확장 및 포장공사
21,홍천국토관리사무소,21005,일반국도5호선,1,교량,3,3종,100F460865663FAFE0440003BA90E0BD,송율교,동내~동,강원도 춘천시 동면 지내리,2005-12-31,동부건설(주)외 4개사,국도46호선 동면-신북외 1개소 도로확장 및 포장공사
41,광주국토관리사무소,41022,일반국도22호선,2,터널,1,1종,0C1C623C7EF57364E0440003BA816705,운농터널(하),화순~순천군계,전라남도 화순군 동면 백용리,2005-12-31,동아건설산업(주),동면~용포간 도로확포장공사
41,광주국토관리사무소,41022,일반국도22호선,2,터널,1,1종,0C1C5ACE4FCA7343E0440003BA816705,운농터널(상),화순~순천군계,전라남도 화순군 동면 장동리,2005-12-31,동아건설산업(주),동면~용포간 도로확포장공사
41,광주국토관리사무소,41022,일반국도22호선,2,터널,2,2종,0BDED482057D31ACE0440003BA816705,천덕2터널(하),화순~순천군계,전라남도 화순군 동면 운농리,2005-12-31,동아건설산업(주),동면~용포간 도로 확포장공사
41,광주국토관리사무소,41022,일반국도22호선,2,터널,2,2종,0BDF507E245A34D2E0440003BA816705,천덕1터널(하),화순~순천군계,전라남도 화순군 동면 천덕리,2005-12-31,동아건설산업(주),동면~용포간 도로확포장공사
41,광주국토관리사무소,41022,일반국도22호선,2,터널,2,2종,0BDFECDF5F863DB3E0440003BA816705,구암터널(하),화순~순천군계,전라남도 화순군 동면 천덕리,2005-12-31,보성건설(주),동면~용포간 도로확포장공사
41,광주국토관리사무소,41022,일반국도22호선,2,터널,2,2종,0BDFE47F860F3CD4E0440003BA816705,구암터널(상),화순~순천군계,전라남도 화순군 동면 복암리,2005-12-31,보성건설(주),동면~용포간 도로확포장공사
41,광주국토관리사무소,41022,일반국도22호선,2,터널,2,2종,0BDECCBD5B64318BE0440003BA816705,천덕2터널(상),화순~순천군계,전라남도 화순군 동면 천덕리,2005-12-31,동아건설산업(주),동면~용포간 도로 확포장공사
41,광주국토관리사무소,41022,일반국도22호선,2,터널,2,2종,0BDEDCAE4CE93219E0440003BA816705,천덕1터널(상),화순~순천군계,전라남도 화순군 동면 천덕리,2005-12-31,동아건설산업(주),동면~용포간 도로 확포장공사
42,전주국토관리사무소,42027,일반국도27호선,2,터널,2,2종,06AB73688D884B42E0440003BA816705,계곡터널(하),운암~구이,전라북도 완주군 구이면 계곡리,2005-12-31,(주)신한외 4개사,운암-구이간 도로확장 및 포장공사
42,전주국토관리사무소,42027,일반국도27호선,2,터널,2,2종,06AB603588E94B02E0440003BA816705,계곡터널(상),운암~구이,전라북도 완주군 구이면 계곡리,2005-12-31,(주)신한외 4개사,운암-구이간 도로확장 및 포장공사
43,남원국토관리사무소,43019,일반국도19호선,2,터널,2,2종,0B3A05604E840902E0440003BA816705,싸리재터널(상),장수~충북도계,전라북도 무주군 무주읍 용포리,2005-12-31,삼환기업(주)외 12개사,무주-학산간 도로확장 및 포장공사
43,남원국토관리사무소,43019,일반국도19호선,2,터널,2,2종,0B3A0D73BFA80922E0440003BA816705,싸리재터널(하),장수~충북도계,전라북도 무주군 무주읍 당산리,2005-12-31,삼환기업(주)외 12개사,무주-학산간 도로확장 및 포장공사
41,광주국토관리사무소,41015,일반국도15호선,2,터널,2,2종,0C1B55E684856C99E0440003BA816705,사평터널(하),구암~천번,전라남도 화순군 사평면 벽송리,2005-12-31,동아건설산업(주),화순남면우회도로 축조및 포장공사
41,광주국토관리사무소,41015,일반국도15호선,2,터널,2,2종,0C1B486E6668533BE0440003BA816705,사평터널(상),구암~천번,전라남도 화순군 사평면 사평리,2005-12-31,동아건설산업(주),화순남면 우회도로 축조및 포장공사
53,포항국토관리사무소,53007,일반국도7호선,1,교량,1,1종,090A0F4118D353EFE0440003BA90E5BD,고곡2교,영덕~축산,경상북도 영덕군 축산면 고곡리,2005-12-31,롯데건설(주),국도7호선 영덕-성내간 도로4차선 확장 및 포장공사
53,포항국토관리사무소,53007,일반국도7호선,1,교량,3,3종,090A17B40B5F548DE0440003BA90E5BD,상원1교,영덕~축산,경상북도 영덕군 축산면 상원리,2005-12-31,롯데건설(주),국도7호선 영덕-성내간 도로4차선 확장 및 포장공사
53,포항국토관리사무소,53007,일반국도7호선,1,교량,3,3종,090A13557A585474E0440003BA90E5BD,축산교,영덕~축산,경상북도 영덕군 축산면 상원리,2005-12-31,롯데건설(주),국도7호선 영덕-성내간 도로4차선 확장 및 포장공사
53,포항국토관리사무소,53007,일반국도7호선,1,교량,3,3종,09076288B8B24BE8E0440003BA90E5BD,화수교,영덕~축산,경상북도 영덕군 영덕읍 화수리,2005-12-31,롯데건설(주),국도7호선 영덕-성내간 도로4차선 확장 및 포장공사
53,포항국토관리사무소,53007,일반국도7호선,1,교량,3,3종,090A1C6D696554A6E0440003BA90E5BD,상원2교,영덕~축산,경상북도 영덕군 축산면 도곡리,2005-12-31,롯데건설(주),국도7호선 영덕-성내간 도로4차선 확장 및 포장공사
53,포항국토관리사무소,53007,일반국도7호선,1,교량,2,2종,090A098E219A5431E0440003BA90E5BD,고곡1교,영덕~축산,경상북도 영덕군 축산면 고곡리,2005-12-31,롯데건설(주),국도7호선 영덕-성내간 도로4차선 확장 및 포장공사
33,보은국토관리사무소,33004,일반국도4호선,1,교량,3,3종,09E6D091FC692230E0440003BA8152A1,추풍령육교,영동~경북도계,충청북도 영동군 추풍령면 추풍령리,2005-12-30,동원시스템즈(주),추풍령우회도로
51,대구국토관리사무소,51025,일반국도25호선,1,교량,1,1종,09576947CBAF70C5E0440003BA90E5BD,천평고가교,가산~상림(2005),경상북도 칠곡군 가산면 천평리,2005-12-30,대림산업(주),"가산-상림간 도로4차선 확, 포장공사"
33,보은국토관리사무소,33004,일반국도4호선,1,교량,2,2종,09E6C2D6614D2179E0440003BA8152A1,추풍령5교,영동~경북도계,충청북도 영동군 추풍령면 추풍령리,2005-12-30,동원시스템즈(주),추풍령우회도로
33,보은국토관리사무소,33004,일반국도4호선,1,교량,1,1종,09E6CA2174AE21F4E0440003BA8152A1,추풍령과선교,영동~경북도계,충청북도 영동군 추풍령면 추풍령리,2005-12-30,동원시스템즈(주),추풍령우회도로
33,보은국토관리사무소,33004,일반국도4호선,1,교량,1,1종,09E6BB0181CE2115E0440003BA8152A1,원관과선교,영동~경북도계,충청북도 영동군 추풍령면 관리,2005-12-30,동원시스템즈(주),추풍령우회도로
51,대구국토관리사무소,51025,일반국도25호선,1,교량,0,기타,09584272182804FAE0440003BA90E5BD,심곡3교,가산~상림(2005),경상북도 칠곡군 가산면 심곡리,2005-12-30,대림산업(주),가산-상림간 도로4차선 확장 및 포장공사
33,보은국토관리사무소,33004,일반국도4호선,1,교량,3,3종,09E69AE33FD9209CE0440003BA8152A1,추풍령2교,영동~경북도계,충청북도 영동군 추풍령면 계룡리,2005-12-30,동원시스템즈,추풍령우회도로
51,대구국토관리사무소,51025,일반국도25호선,1,교량,3,3종,0958131AE50C7349E0440003BA90E5BD,심곡1교,가산~상림(2005),경상북도 칠곡군 가산면 심곡리,2005-12-30,대림산업(주),가산-상림간 도로4차선 확.포장공사
33,보은국토관리사무소,33004,일반국도4호선,1,교량,3,3종,09E6AF692BAF20DAE0440003BA8152A1,추풍령4교,영동~경북도계,충청북도 영동군 추풍령면 사부리,2005-12-30,동원시스템즈(주),추풍령우회도로
33,보은국토관리사무소,33004,일반국도4호선,1,교량,3,3종,09E69078CBA6206AE0440003BA8152A1,추풍령1교,영동~경북도계,충청북도 영동군 추풍령면 계룡리,2005-12-30,동원시스템즈(주),추풍령우회도로
33,보은국토관리사무소,33004,일반국도4호선,1,교량,3,3종,09E6A5CEC5A920BDE0440003BA8152A1,추풍령3교,영동~경북도계,충청북도 영동군 추풍령면 사부리,2005-12-30,동원시스템즈(주),추풍령우회도로
51,대구국토관리사무소,51025,일반국도25호선,1,교량,1,1종,0957F1CF942B73F5E0440003BA90E5BD,하판2교,가산~상림(2005),경상북도 칠곡군 가산면 송학리,2005-12-30,대림산업(주),가산-상림간 도로4차선 확. 포장공사
51,대구국토관리사무소,51025,일반국도25호선,1,교량,2,2종,0957FF1D5CFA7462E0440003BA90E5BD,하판3교,가산~상림(2005),경상북도 칠곡군 가산면 송학리,2005-12-30,대림산업(주),가산-상림간 도로4차선 확.포장공사
51,대구국토관리사무소,51025,일반국도25호선,1,교량,0,기타,09581D39CC3800FBE0440003BA90E5BD,심곡2교,가산~상림(2005),경상북도 칠곡군 가산면 심곡리,2005-12-30,대림산업(주),가산-상림간 도로4차선 확장 및 포장공사
51,대구국토관리사무소,51025,일반국도25호선,1,교량,3,3종,09AFC104CAE84E26E0440003BA90E5BD,천평교(상),가산~상림(2005),경상북도 칠곡군 가산면 천평리,2005-12-30,대림산업(주),가산-상림간 도로4차선 확. 포장공사
51,대구국토관리사무소,51025,일반국도25호선,1,교량,2,2종,09AFCEB147A54E3CE0440003BA90E5BD,천평교(하),가산~상림(2005),경상북도 칠곡군 가산면 천평리,2005-12-30,대림산업(주),가산-상림간 도로4차선 확. 포장공사
51,대구국토관리사무소,51025,일반국도25호선,1,교량,3,3종,0957AC4261D27149E0440003BA90E5BD,하장2교,장천~산동,경상북도 구미시 장천면 하장리,2005-12-30,대림산업(주),가산-상림간 도로4차선 확장 및 포장공사
51,대구국토관리사무소,51025,일반국도25호선,1,교량,2,2종,09585080FC0005E2E0440003BA90E5BD,신장2교,장천~산동,경상북도 구미시 장천면 신장리,2005-12-30,대림산업(주),가산-상림간 도로4차선 확. 포장공사
51,대구국토관리사무소,51025,일반국도25호선,1,교량,0,기타,095825665BD8026EE0440003BA90E5BD,심곡4교,가산~상림(2005),경상북도 칠곡군 가산면 심곡리,2005-12-30,대림산업(주),가산-상림간 도로4차선 확장 및 포장공사
51,대구국토관리사무소,51004,일반국도4호선,1,교량,3,3종,09B0867EC543508BE0440003BA90E5BD,용복교,추풍령~김천(2005),경상북도 김천시 대항면 대룡리,2005-12-30,신성건설(주) 경일건설(주),추풍령-김천간 도로4차선 확장 및 포장공사
51,대구국토관리사무소,51004,일반국도4호선,1,교량,0,기타,E673B642608A1C52E034080020A9316A,평화교(확),추풍령~김천(2005),경상북도 김천시 봉산면 태화리,2005-12-30,신성건설(주)외1개사,추풍령-김천 도로4차선 확장 및 포장공사
51,대구국토관리사무소,51004,일반국도4호선,1,교량,3,3종,09AE1369856D4DBFE0440003BA90E5BD,남천교,추풍령~김천(2005),경상북도 김천시 대항면 복전리,2005-12-30,신성건설(주) 경일건설,추풍령-김천간 도로4차선 확장 및 포장공사
51,대구국토관리사무소,51004,일반국도4호선,1,교량,1,1종,09AB3DD1D9134051E0440003BA90E5BD,태화고가교,추풍령~김천(2005),경상북도 김천시 봉산면 태화리,2005-12-30,"신성건설,경일건설",추풍령-김천간 도로4차선 확장 및 포장공사
51,대구국토관리사무소,51004,일반국도4호선,1,교량,2,2종,09AB8E3A2E474384E0440003BA90E5BD,태화교,추풍령~김천(2005),경상북도 김천시 봉산면 태화리,2005-12-30,"신성건설,경일건설",추풍령-김천간 도로4차선 확장 및 포장공사
51,대구국토관리사무소,51025,일반국도25호선,1,교량,0,기타,09586A57702E06B7E0440003BA90E5BD,신장1교,장천~산동,경상북도 칠곡군 가산면 심곡리,2005-12-30,대림산업(주),가산-상림간 도로4차선 확장 및 포장공사
51,대구국토관리사무소,51025,일반국도25호선,1,교량,2,2종,0957D8981FD572F9E0440003BA90E5BD,하장1교,장천~산동,경상북도 구미시 장천면 하장리,2005-12-30,대림산업(주),가산-상림간 도로4차선 확.포장공사
43,남원국토관리사무소,43026,일반국도26호선,1,교량,3,3종,0996996B77926B96E0440003BA816705,물곡교,진안~장수,전라북도 진안군 진안읍 물곡리,2005-12-27,성진종합건설주식회사,국도26호선 진안-장계간 16.0Km지점 물곡교 개축공사
11,수원국토관리사무소,11077,일반국도77호선,1,교량,1,1종,090AE042A0C51175E0440003BA8166F1,남양대교,평택 포승~화성 우정,경기 평택 포승 원정,2005-12-27,남광토건(주),원정-우정간 도로확장 및 포장공사
55,진영국토관리사무소,55005,일반국도5호선,1,교량,0,기타,08F27AC1CD561DE5E0440003BA90E5BD,우강IC교(하),함안 칠서~창녕 영산,경상남도 창녕군 도천면 우강리,2005-12-23,극동건설,국도5호선 남지-영산간 국도4차로 확장공사
55,진영국토관리사무소,55005,일반국도5호선,1,교량,3,3종,08F4F123AECA239EE0440003BA90E5BD,덕곡천교(하),함안 칠서~창녕 영산,경상남도 창녕군 도천면 논리,2005-12-23,극동건설,국도5호선 남지-영산간 국도4차선 확장공사
55,진영국토관리사무소,55005,일반국도5호선,1,교량,3,3종,08F63FB547422E12E0440003BA90E5BD,논리교,함안 칠서~창녕 영산,경상남도 창녕군 도천면 논리,2005-12-23,극동건설,국도5호선 님지-영산간 국도4차로 확장공사
55,진영국토관리사무소,55005,일반국도5호선,1,교량,3,3종,08F69DD179013314E0440003BA90E5BD,도천교(하),함안 칠서~창녕 영산,경상남도 창녕군 도천면 도천리,2005-12-23,극동건설,국도5호선 남지-영산간 국도4차로 확장공사
55,진영국토관리사무소,55005,일반국도5호선,1,교량,3,3종,08F68E96515932B8E0440003BA90E5BD,도천교(상),함안 칠서~창녕 영산,경상남도 창녕군 도천면 도천리,2005-12-23,극동건설,국도5호선 남지-영산간 국도4차로 확장공사
55,진영국토관리사무소,55005,일반국도5호선,1,교량,3,3종,08F71F6B7DC4367BE0440003BA90E5BD,죽사교(하),창녕 영산~창녕 계성,경상남도 창녕군 영산면 죽사리,2005-12-23,극동건설,국도 5호선 남지-영산간 국도4차로 확장공사
55,진영국토관리사무소,55005,일반국도5호선,1,교량,3,3종,08F7150761B93665E0440003BA90E5BD,죽사교(상),창녕 영산~창녕 계성,경상남도 창녕군 영산면 죽사리,2005-12-23,극동건설,국도 5호선 남지-영산간 국도4차로 확장공사
42,전주국토관리사무소,42021,일반국도21호선,1,교량,1,1종,064BCB7E07812A79E0440003BA816705,성산육교,개정~성산,전라북도 군산시 성산면 성덕리,2005-12-22,"강산건설(주),부일건설(주)",개정-성산간 도로확장 및 포장공사
42,전주국토관리사무소,42029,일반국도29호선,1,교량,2,2종,064859C480FF22BFE0440003BA816705,호덕육교(하),개정~성산,전라북도 군산시 개정면 아동리,2005-12-22,"강산건설(주),부일건설(주)",개정-성산간 도로확장 및 포장공사
42,전주국토관리사무소,42029,일반국도29호선,1,교량,2,2종,064846AA5B47227FE0440003BA816705,호덕육교(상),개정~성산,전라북도 군산시 개정면 아동리,2005-12-22,"강산건설(주),부일건설(주)",개정-성산간 도로확장 및 포장공사
42,전주국토관리사무소,42029,일반국도29호선,1,교량,3,3종,06353B9EF95F13B0E0440003BA816705,와룡육교,개정~성산,전라북도 군산시 개정면 운회리,2005-12-22,"강산건설(주),부일건설(주)",개정-성산간 도로확장 및 포장공사
34,예산국토관리사무소,34032,일반국도32호선,1,교량,3,3종,090954F86EFD49F3E0440003BA8152A1,상오교,당진~신례원,충청남도 당진시 신평면 상오리,2005-12-22,경남기업(주),신평-합덕간 도로확장 및 포장공사
52,진주국토관리사무소,52003,일반국도3호선,1,교량,0,기타,0893CA8E02C25547E0440003BA90E5BD,대길교,사천 사천 수석~사천 축동면계,경상남도 사천시 축동면 배춘리,2005-12-21,삼정건설(주),사천우회도로 건설공사
54,영주국토관리사무소,54005,일반국도5호선,1,교량,3,3종,0982C363A4D85466E0440003BA90E5BD,가흥육교,영주~안정,경상북도 영주시 가흥동,2005-12-21,제이에스시엔텍(주),영주시관내 국도대체우회도로(신전-가흥)건설공사
54,영주국토관리사무소,54005,일반국도5호선,1,교량,0,기타,0982CF6B6A865483E0440003BA90E5BD,상줄육교,영주~안정,경상북도 영주시 가흥동,2005-12-21,제이에스시엔텍(주),영주시관내 국도대체우회도로(신전-가흥)건설공사
52,진주국토관리사무소,52003,일반국도3호선,1,교량,3,3종,08935CE3EEE0533DE0440003BA90E5BD,수석교 ,사천 사천 수석~사천 축동면계,경상남도 사천시 사천읍 구암리,2005-12-21,삼정건설(주),사천우회도로 건설공사
54,영주국토관리사무소,54005,일반국도5호선,1,교량,3,3종,0982EB00773354BDE0440003BA90E5BD,내줄교,영주~안정,경상북도 영주시 안정면 내줄리,2005-12-21,제이에스시엔텍(주),영주시관내 국도대체우회도로(신전-가흥)건설공사
54,영주국토관리사무소,54005,일반국도5호선,1,교량,3,3종,0982E128DC6F54A0E0440003BA90E5BD,내줄IC교,영주~안정,경상북도 영주시 안정면 내줄리,2005-12-21,제이에스시엔텍(주),영주시관내 국도대체우회도로(신전-가흥)건설공사
